Date,Unnamed: 0,Census Tract, Total Population,California County,ZIP,"Nearby City 
(to help approximate location only)",Longitude,Latitude,DRAFT CES 4.0 Score,DRAFT CES 4.0 Percentile,"DRAFT CES 4.0
Percentile Range",Ozone,Ozone Pctl,PM2.5,PM2.5 Pctl,Diesel PM,Diesel PM Pctl,Drinking Water,Drinking Water Pctl,Lead,Lead Pctl,Pesticides,Pesticides Pctl,Tox. Release,Tox. Release Pctl,Traffic,Traffic Pctl,Cleanup Sites,Cleanup Sites Pctl,Groundwater Threats,Groundwater Threats Pctl,Haz. Waste,Haz. Waste Pctl,Imp. Water Bodies,Imp. Water Bodies Pctl,Solid Waste,Solid Waste Pctl,Pollution Burden,Pollution Burden Score,Pollution Burden Pctl,Asthma,Asthma Pctl,Low Birth Weight,Low Birth Weight Pctl,Cardiovascular Disease,Cardiovascular Disease Pctl,Education,Education Pctl,Linguistic Isolation,Linguistic Isolation Pctl,Poverty,Poverty Pctl,Unemployment,Unemployment Pctl,Housing Burden,Housing Burden Pctl,Pop. Char. ,Pop. Char. Score,Pop. Char. Pctl
2023-01-16,3687,6085503703,4325,Santa Clara,95116,San Jose,-121.8394637,37.3456739,26.14,53.51,50-55%,0.039,22.64,9.047428567,38.34,0.547,91.36,289.69,18.44,60.49,66.29,0.0,0.0,77.84416703,24.06,2369.086123,91.28,0.0,0.0,5.0,32.1,0.0,0.0,1.0,13.12,0.0,0.0,32.38,3.99,26.06,60.67,69.79,4.7,43.79,11.47,41.95,47.7,94.61,31.9,96.34,38.3,63.33,5.6,43.81,24.1,75.15,63.24,6.56,70.34
2023-12-13,3693,6001428000,2593,Alameda ,94501,Alameda,-122.2475404,37.7666414,26.11,53.43,50-55%,0.028,0.9,9.255390058,41.33,0.272,73.43,108.41,3.93,57.07,61.38,0.0,0.0,566.1406657,48.92,537.2926036,23.75,4.75,43.76,53.0,91.2,0.1,41.46,11.0,87.97,0.0,0.0,38.76,4.77,44.21,64.7,74.0,4.47,37.88,12.67,51.82,10.3,41.65,,,31.5,53.24,5.7,44.89,20.9,64.2,52.78,5.47,54.39
2023-06-13,3708,6075022903,3561,San Francisco,94110,San Francisco,-122.4062364,37.7517621,26.04,53.24,50-55%,0.028,1.66,8.531924077,23.66,1.121,98.69,257.97,13.56,69.45,78.49,0.16,27.15,500.8990072,46.71,2180.001585,89.56,5.1,45.4,27.45,77.97,0.72,78.09,14.0,93.4,3.5,65.31,55.64,6.85,86.57,63.33,72.62,3.28,12.59,10.55,34.56,13.3,50.91,8.9,56.74,20.3,32.29,0.7,0.36,13.2,26.79,36.67,3.8,30.16
2023-09-16,3714,6075011300,3046,San Francisco,94108,San Francisco,-122.4093492,37.7946971,26.0,53.17,50-55%,0.028,1.21,8.726242016,30.88,0.595,92.84,257.97,13.56,51.94,53.85,0.0,0.0,640.0229899,51.94,557.0802315,25.29,0.9,13.01,14.75,59.0,0.545,72.14,10.0,84.2,0.0,0.0,37.69,4.64,40.68,19.85,9.12,8.05,96.65,4.84,0.75,42.9,91.36,49.3,99.36,47.6,76.29,3.4,16.1,25.7,79.85,54.05,5.6,56.33
2023-09-08,3718,6001409900,3680,Alameda ,94605,Oakland,-122.1353845,37.7619882,25.97,53.11,50-55%,0.031,8.54,8.549347256,24.16,0.036,13.03,108.41,3.93,50.74,52.31,0.0,0.0,538.43868,47.97,1446.30544,76.84,11.0,66.31,1.0,9.6,0.2,54.51,5.0,52.0,4.0,69.33,35.68,4.39,34.81,172.39,99.5,8.92,98.6,16.37,73.28,5.6,23.81,1.7,12.7,15.4,21.14,6.4,53.92,8.2,6.56,57.04,5.91,60.77
2023-10-04,3730,6081610601,6051,San Mateo,94063,Redwood City,-122.2090707,37.4713247,25.91,52.96,50-55%,0.031,8.08,7.942872629,12.74,0.257,71.11,419.37,38.21,82.12,91.25,0.0,0.0,86.8163986,25.16,868.7142532,49.13,10.9,65.76,9.25,45.72,0.01,8.74,0.0,0.0,1.25,36.51,35.09,4.32,33.27,47.16,52.39,5.71,69.16,8.0,13.73,38.3,87.51,16.5,80.03,47.5,76.16,3.3,15.05,33.7,94.33,57.86,6.0,62.06
2023-09-21,3734,6095252317,8551,Solano ,94533,Fairfield,-121.9719091,38.290379,25.88,52.91,50-55%,0.042,30.02,8.176646036,16.02,0.057,20.92,485.88,47.2,2.53,0.33,13.64,62.75,794.3256634,56.58,590.8135131,27.66,33.0,92.59,22.45,72.31,5.2,96.09,0.0,0.0,0.0,0.0,39.19,4.82,45.51,134.79,97.68,5.83,71.64,17.93,80.48,11.6,46.08,1.3,9.47,9.7,8.56,5.0,36.44,3.9,0.53,51.74,5.36,52.81
2023-08-23,3739,6013387000,2975,Contra Costa,94530,El Cerrito,-122.3059348,37.917033,25.85,52.85,50-55%,0.03,5.89,8.948191749,36.15,0.376,83.16,108.41,3.93,63.16,70.12,0.0,0.0,1751.453674,71.08,498.9218317,20.84,15.5,78.07,1.8,14.06,0.0,0.0,10.0,84.2,1.5,39.94,38.68,4.76,43.9,40.33,41.97,6.33,80.99,8.79,19.48,7.9,33.13,9.9,60.92,32.3,54.64,9.6,79.69,19.4,57.88,52.37,5.43,53.82
2023-04-20,3740,6001430800,5232,Alameda ,94546,Castro Valley,-122.0650347,37.6992244,25.85,52.84,50-55%,0.034,12.79,8.71207669,30.21,0.195,61.11,108.41,3.93,76.5,85.81,0.07,20.92,469.4470113,45.74,1437.466491,76.5,12.5,71.91,22.0,72.07,0.0,0.0,1.0,13.12,0.0,0.0,38.56,4.75,43.45,60.09,69.08,7.55,94.21,13.39,56.61,8.6,35.95,6.1,43.45,15.9,22.12,5.4,41.23,10.9,16.1,52.53,5.45,54.05
2023-02-04,3744,6085504802,5345,Santa Clara,94089,Sunnyvale,-121.9911728,37.4003921,25.84,52.79,50-55%,0.036,16.2,8.430645936,21.1,0.41,85.38,387.25,32.08,65.45,73.19,0.0,0.0,134.3560308,30.43,3022.731807,95.99,53.4,96.59,23.05,73.23,1.995,87.99,2.0,24.15,0.0,0.0,48.33,5.95,71.19,36.58,35.9,5.45,63.32,9.68,26.89,16.5,57.78,6.6,45.88,16.9,24.43,5.5,42.51,15.3,38.17,41.9,4.34,38.15
2023-11-23,3758,6013304002,1483,Contra Costa,94505,Discovery Bay,-121.6219157,37.8582825,25.76,52.61,50-55%,0.045,44.04,8.424427107,20.82,0.015,5.69,704.58,73.16,67.23,75.33,146.68,79.23,181.85827,33.43,553.858619,25.01,4.0,39.89,23.0,73.17,0.0,0.0,14.0,93.4,5.0,75.16,48.5,5.97,71.56,46.43,51.16,2.78,6.79,11.51,42.22,20.3,64.8,,,23.9,39.48,,,16.7,45.27,41.62,4.32,37.86
2023-05-22,3760,6085501300,4063,Santa Clara,95112,San Jose,-121.8745424,37.3387146,25.75,52.59,50-55%,0.039,20.78,9.020396101,37.76,0.252,70.34,281.87,15.62,59.0,64.06,0.0,0.0,86.27406567,25.08,435.4993858,16.29,0.1,2.43,44.5,88.8,0.25,58.79,3.0,34.11,1.7,40.63,35.81,4.41,35.12,61.39,70.64,5.56,65.83,12.03,46.26,12.3,48.15,4.3,33.01,43.0,70.18,5.5,42.51,21.1,65.13,56.35,5.84,59.72
2023-03-06,3787,6097153808,4421,Sonoma ,95492,Windsor,-122.8080845,38.5426791,25.58,52.24,50-55%,0.033,11.36,6.72571008,5.74,0.332,79.55,373.26,31.11,29.3,23.15,2.74,50.0,0.02661775,1.79,1083.740025,63.01,27.3,89.75,16.0,62.77,0.625,75.91,5.0,52.0,11.25,92.72,47.02,5.79,67.5,41.01,43.15,3.47,15.67,13.15,54.96,19.6,63.64,8.1,53.29,23.8,39.27,6.1,50.06,13.9,30.5,42.64,4.42,39.27
2023-08-18,3794,6001410000,3367,Alameda ,94605,Oakland,-122.1332163,37.7447566,25.57,52.16,50-55%,0.031,8.69,8.509155179,23.01,0.064,23.78,108.41,3.93,49.45,50.66,0.0,0.0,536.6233317,47.89,1791.808392,83.69,0.9,13.01,28.5,78.95,0.11,43.58,7.0,68.85,4.0,69.33,38.39,4.72,42.86,155.27,99.15,7.1,90.76,15.01,66.33,6.0,25.56,0.0,0.0,10.2,9.71,6.1,50.06,9.2,9.55,52.19,5.41,53.52
2023-07-24,3795,6085512508,8007,Santa Clara,95020,Gilroy,-121.5788616,37.0047364,25.57,52.14,50-55%,0.041,26.78,6.260772794,4.16,0.09,33.59,362.52,29.55,59.34,64.58,163.61,79.66,2.814416633,7.74,412.2142515,15.05,9.6,62.15,18.5,67.01,0.0,0.0,2.0,24.15,0.0,0.0,31.98,3.94,24.94,59.06,68.13,4.17,30.59,17.01,76.17,23.5,69.99,15.7,78.26,40.5,66.48,5.6,43.81,24.5,76.46,62.65,6.5,69.33
2023-01-16,3803,6075022801,5765,San Francisco,94110,San Francisco,-122.4125093,37.7607261,25.53,52.04,50-55%,0.028,1.92,8.520885828,23.29,1.013,98.29,257.97,13.56,50.31,51.78,0.0,0.0,522.3326619,47.41,593.1660649,27.93,3.55,36.25,26.15,76.83,0.885,80.46,0.0,0.0,3.3,63.81,39.17,4.82,45.43,64.8,74.21,5.56,65.83,10.78,36.42,13.9,52.33,9.4,59.07,27.9,47.3,1.6,2.59,18.8,55.26,51.07,5.29,51.77
2023-08-07,3806,6075022901,5174,San Francisco,94110,San Francisco,-122.4139453,37.7511975,25.52,52.01,50-55%,0.028,1.93,8.592444288,25.64,1.038,98.37,257.97,13.56,75.37,84.64,0.0,0.0,496.9223226,46.64,630.9349986,30.69,0.0,0.0,32.05,82.1,0.195,52.3,0.0,0.0,0.85,23.9,35.68,4.39,34.77,64.8,74.21,4.74,45.06,10.78,36.42,23.7,70.33,15.0,76.31,34.3,57.84,6.4,53.92,16.2,42.68,56.06,5.81,59.26
2023-05-19,3810,6013365003,5236,Contra Costa,94806,San Pablo,-122.3264034,37.9821375,25.48,51.95,50-55%,0.031,8.1,8.986133336,37.0,0.203,62.54,108.41,3.93,9.63,3.64,0.0,0.0,1311.463338,66.21,1370.696792,74.45,0.0,0.0,9.0,45.21,0.2,54.51,9.0,78.41,0.0,0.0,33.2,4.09,28.19,98.88,92.22,6.57,84.53,16.88,75.55,6.7,28.34,8.6,55.45,23.1,38.02,3.1,12.85,16.9,46.27,60.14,6.24,65.54
2023-04-24,3813,6081601400,7164,San Mateo,94015,Daly City,-122.4788188,37.6810704,25.45,51.92,50-55%,0.029,4.06,8.429271578,21.01,0.303,76.78,307.17,20.5,63.88,71.12,0.0,0.0,287.6400045,39.22,1985.99238,86.81,0.0,0.0,20.0,69.27,0.0,0.0,0.0,0.0,0.5,20.37,32.6,4.01,26.65,56.1,64.18,6.03,75.76,14.12,61.08,14.3,53.22,21.5,88.05,25.9,43.29,6.1,50.06,16.1,42.04,61.17,6.34,67.11
2023-09-02,3817,6001433102,4297,Alameda ,94578,San Leandro,-122.1335017,37.7021541,25.42,51.87,50-55%,0.032,8.74,8.64614962,28.0,0.262,72.06,108.41,3.93,64.77,72.36,0.0,0.0,528.3366699,47.63,897.6412269,51.36,22.8,86.52,12.55,54.81,0.0,0.0,1.0,13.12,0.6,21.23,35.38,4.36,34.11,101.31,93.01,4.44,37.02,16.17,72.27,13.3,50.91,15.5,77.63,14.7,19.67,5.7,44.89,14.3,32.73,56.3,5.84,59.61
2023-11-20,3819,6001435800,5510,Alameda ,94580,San Lorenzo,-122.1296018,37.6793691,25.42,51.84,50-55%,0.032,9.07,8.723548297,30.67,0.497,89.78,108.41,3.93,73.09,82.17,0.0,0.0,533.8276571,47.82,2838.33855,95.04,0.0,0.0,23.0,73.17,0.25,58.79,1.0,13.12,0.0,0.0,39.54,4.87,46.45,71.68,79.64,5.43,62.88,15.16,67.21,18.3,61.14,10.8,64.47,12.2,14.05,2.3,6.24,8.8,8.3,50.37,5.22,50.81
2023-11-11,3822,6075012302,2621,San Francisco,94102,San Francisco,-122.412097,37.7870223,25.4,51.8,50-55%,0.028,1.33,8.660772738,28.53,0.817,96.93,257.97,13.56,54.8,58.2,0.0,0.0,597.4153341,50.26,638.3908476,31.31,10.65,65.34,8.4,43.35,0.575,73.56,10.0,84.2,0.0,0.0,41.11,5.06,51.09,49.09,55.48,5.26,59.19,5.98,3.46,7.0,29.56,13.0,71.54,34.6,58.38,7.2,62.26,21.2,65.48,48.41,5.02,47.92
2023-01-26,3824,6013302008,8656,Contra Costa,94561,Oakley,-121.6702095,37.9891088,25.39,51.78,50-55%,0.043,35.25,8.571758073,24.94,0.118,42.78,541.92,52.47,39.59,36.51,25.31,67.84,200.5787354,34.49,311.6258706,9.01,27.0,89.62,0.0,0.0,0.0,0.0,16.0,96.08,0.0,0.0,37.65,4.63,40.56,70.81,78.91,4.59,40.94,17.7,79.51,13.3,50.91,0.8,4.97,28.8,48.81,7.1,61.36,13.8,29.98,52.83,5.48,54.53
2023-04-17,3828,6095252707,5379,Solano ,94533,Fairfield,-122.0011752,38.2600765,25.37,51.73,50-55%,0.041,26.6,8.316844721,18.54,0.06,21.95,357.12,29.15,46.79,46.76,0.0,0.0,525.7916565,47.55,669.7915763,33.69,5.0,45.2,1.0,9.6,0.06,28.51,4.0,44.59,0.0,0.0,27.21,3.35,14.75,112.7,95.21,7.0,89.85,17.48,78.25,11.0,44.01,2.5,19.93,30.6,51.9,13.6,93.59,26.6,82.13,73.04,7.57,83.67
2023-01-20,3834,6085512402,4966,Santa Clara,95046,San Martin,-121.565875,37.0953132,25.34,51.65,50-55%,0.043,35.03,6.5847065,5.29,0.054,19.76,725.41,75.9,39.81,36.77,308.72,82.74,2.553976633,7.43,1139.293779,65.93,1.5,22.69,13.0,56.14,0.0,0.0,11.0,87.97,9.5,89.75,44.51,5.48,60.65,49.2,55.58,5.77,70.36,10.8,36.55,18.6,61.67,7.0,48.14,16.5,23.58,3.0,11.93,13.8,29.98,44.61,4.63,42.21
2023-06-09,3836,6001440331,3275,Alameda ,94587,Union City,-122.0833307,37.5982227,25.32,51.63,50-55%,0.034,11.69,8.659828459,28.36,0.072,26.81,202.06,6.57,44.93,43.97,0.0,0.0,572.7969971,49.2,876.2254021,49.6,6.6,50.38,43.0,88.04,0.21,55.02,1.0,13.12,0.2,8.4,32.35,3.98,25.97,60.25,69.27,7.14,91.28,16.28,72.78,12.8,49.47,5.8,41.83,18.8,29.02,4.9,35.13,22.2,69.11,61.34,6.36,67.4
2023-02-07,3837,6001440307,4488,Alameda ,94587,Union City,-122.0486869,37.5911419,25.32,51.61,50-55%,0.035,13.38,8.647584976,28.06,0.484,89.25,203.34,7.21,23.97,16.47,0.0,0.0,359.1523336,42.35,3305.371697,97.1,3.5,36.17,29.5,79.81,0.0,0.0,2.0,24.15,0.0,0.0,33.83,4.16,29.82,60.25,69.27,5.67,68.41,16.28,72.78,8.2,34.69,14.4,74.92,23.5,38.83,6.0,48.56,15.4,38.74,58.65,6.08,63.34
